"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0022604","BP","GO:0022604","regulation of cell morphogenesis",236,0.453765414911994,1.69137702108856,9.27723658222229e-06,0.000376626662086658,0.000289795408917255,5108,"tags=37%, list=23%, signal=29%","ENSG00000184144/ENSG00000198753/ENSG00000169306/ENSG00000170381/ENSG00000000938/ENSG00000213023/ENSG00000105605/ENSG00000105707/ENSG00000155974/ENSG00000100884/ENSG00000112715/ENSG00000116574/ENSG00000188305/ENSG00000138964/ENSG00000162458/ENSG00000082397/ENSG00000026508/ENSG00000157193/ENSG00000198121/ENSG00000157654/ENSG00000160255/ENSG00000184922/ENSG00000196358/ENSG00000198576/ENSG00000079841/ENSG00000121966/ENSG00000132872/ENSG00000149798/ENSG00000136040/ENSG00000162631/ENSG00000128283/ENSG00000164741/ENSG00000182511/ENSG00000146192/ENSG00000100473/ENSG00000049759/ENSG00000010810/ENSG00000105186/ENSG00000154783/ENSG00000076356/ENSG00000111344/ENSG00000186635/ENSG00000188677/ENSG00000175866/ENSG00000103528/ENSG00000148935/ENSG00000153707/ENSG00000187764/ENSG00000130827/ENSG00000114554/ENSG00000102879/ENSG00000089057/ENSG00000107404/ENSG00000286237/ENSG00000127084/ENSG00000167657/ENSG00000100345/ENSG00000179604/ENSG00000110880/ENSG00000101336/ENSG00000174804/ENSG00000151491/ENSG00000004399/ENSG00000128052/ENSG00000102606/ENSG00000130477/ENSG00000197622/ENSG00000157404/ENSG00000177105/ENSG00000113140/ENSG00000147065/ENSG00000189056/ENSG00000273749/ENSG00000094631/ENSG00000137825/ENSG00000158769/ENSG00000160007/ENSG00000206190/ENSG00000184349/ENSG00000186174/ENSG00000165288/ENSG00000124006/ENSG00000146535/ENSG00000134698/ENSG00000169860/ENSG00000145555/ENSG00000103319"
"GO:0050768","BP","GO:0050768","negative regulation of neurogenesis",119,0.527420676696448,1.84260494683067,9.02091562281958e-06,0.000368148314417595,0.000283271743768096,3315,"tags=30%, list=15%, signal=26%","ENSG00000148826/ENSG00000100146/ENSG00000118785/ENSG00000157851/ENSG00000105695/ENSG00000116147/ENSG00000170075/ENSG00000087250/ENSG00000177169/ENSG00000106689/ENSG00000136244/ENSG00000146122/ENSG00000095970/ENSG00000183734/ENSG00000130164/ENSG00000001617/ENSG00000183691/ENSG00000125538/ENSG00000075213/ENSG00000117707/ENSG00000137642/ENSG00000100968/ENSG00000065320/ENSG00000132872/ENSG00000163462/ENSG00000176887/ENSG00000148400/ENSG00000197921/ENSG00000134569/ENSG00000128245/ENSG00000162490/ENSG00000187122/ENSG00000130827/ENSG00000144579/ENSG00000078725/ENSG00000078018"
"GO:0044409","BP","GO:0044409","symbiont entry into host",138,0.512395765181865,1.82303325543967,8.39650986264199e-06,0.000344479034258868,0.000265059414655833,2768,"tags=26%, list=13%, signal=23%","ENSG00000204655/ENSG00000113249/ENSG00000204389/ENSG00000213186/ENSG00000258227/ENSG00000092445/ENSG00000164171/ENSG00000163661/ENSG00000068001/ENSG00000259207/ENSG00000162722/ENSG00000204388/ENSG00000289720/ENSG00000130234/ENSG00000161638/ENSG00000142748/ENSG00000149294/ENSG00000166825/ENSG00000169429/ENSG00000185201/ENSG00000130164/ENSG00000196352/ENSG00000110400/ENSG00000142627/ENSG00000121236/ENSG00000185885/ENSG00000171105/ENSG00000139514/ENSG00000121966/ENSG00000249853/ENSG00000138448/ENSG00000167601/ENSG00000105281/ENSG00000073060/ENSG00000140564/ENSG00000110876"
"GO:0071453","BP","GO:0071453","cellular response to oxygen levels",153,0.508091649697969,1.82918757904455,8.21197747595741e-06,0.000338700390151988,0.000260613036583016,4748,"tags=37%, list=22%, signal=29%","ENSG00000124253/ENSG00000135245/ENSG00000129521/ENSG00000151651/ENSG00000087250/ENSG00000274276/ENSG00000155816/ENSG00000152256/ENSG00000124440/ENSG00000100678/ENSG00000112715/ENSG00000159167/ENSG00000095970/ENSG00000078401/ENSG00000136997/ENSG00000118689/ENSG00000064393/ENSG00000113739/ENSG00000122641/ENSG00000162433/ENSG00000198121/ENSG00000140939/ENSG00000104419/ENSG00000171132/ENSG00000270141/ENSG00000145936/ENSG00000124212/ENSG00000164442/ENSG00000148400/ENSG00000240583/ENSG00000003402/ENSG00000132170/ENSG00000073756/ENSG00000184216/ENSG00000102760/ENSG00000145386/ENSG00000181856/ENSG00000184408/ENSG00000069667/ENSG00000112033/ENSG00000173846/ENSG00000127483/ENSG00000100151/ENSG00000135766/ENSG00000116016/ENSG00000167034/ENSG00000176171/ENSG00000104765/ENSG00000197930/ENSG00000026103/ENSG00000170345/ENSG00000105974/ENSG00000105329/ENSG00000185650/ENSG00000139644/ENSG00000171303"
"GO:0042776","BP","GO:0042776","proton motive force-driven mitochondrial ATP synthesis",67,-0.543493672548977,-2.01302826114278,7.94994162772198e-06,0.000329646242681049,0.000253646322239956,8441,"tags=76%, list=39%, signal=47%","ENSG00000147123/ENSG00000115286/ENSG00000090266/ENSG00000164258/ENSG00000184752/ENSG00000165264/ENSG00000165283/ENSG00000099795/ENSG00000119421/ENSG00000198695/ENSG00000117118/ENSG00000131495/ENSG00000198786/ENSG00000110717/ENSG00000154723/ENSG00000184983/ENSG00000176410/ENSG00000198888/ENSG00000151366/ENSG00000128609/ENSG00000147684/ENSG00000119013/ENSG00000150756/ENSG00000204370/ENSG00000116459/ENSG00000140990/ENSG00000110955/ENSG00000130414/ENSG00000023228/ENSG00000165629/ENSG00000166136/ENSG00000125356/ENSG00000178127/ENSG00000136521/ENSG00000213619/ENSG00000169020/ENSG00000139180/ENSG00000004779/ENSG00000168653/ENSG00000145494/ENSG00000065518/ENSG00000152234/ENSG00000109390/ENSG00000143252/ENSG00000198763/ENSG00000183648/ENSG00000267855/ENSG00000241837/ENSG00000167283/ENSG00000130770/ENSG00000198840"
"GO:0140375","MF","GO:0140375","immune receptor activity",113,0.542825683435805,1.88003636590973,7.87935185743644e-06,0.000328475775820227,0.00025274570644001,3712,"tags=43%, list=17%, signal=36%","ENSG00000237541/ENSG00000115602/ENSG00000115590/ENSG00000144230/ENSG00000186431/ENSG00000115607/ENSG00000187116/ENSG00000232629/ENSG00000183813/ENSG00000162747/ENSG00000115598/ENSG00000115604/ENSG00000187474/ENSG00000119535/ENSG00000006016/ENSG00000168685/ENSG00000180871/ENSG00000124334/ENSG00000203747/ENSG00000171051/ENSG00000144476/ENSG00000134470/ENSG00000145623/ENSG00000104998/ENSG00000134539/ENSG00000026508/ENSG00000143226/ENSG00000077238/ENSG00000121966/ENSG00000104972/ENSG00000239998/ENSG00000126353/ENSG00000185291/ENSG00000091181/ENSG00000104974/ENSG00000096996/ENSG00000115594/ENSG00000177663/ENSG00000131042/ENSG00000105246/ENSG00000196083/ENSG00000243646/ENSG00000103811/ENSG00000231389/ENSG00000100368/ENSG00000159128/ENSG00000174804/ENSG00000121797/ENSG00000110324"
"GO:0046394","BP","GO:0046394","carboxylic acid biosynthetic process",268,0.443552621245754,1.66666387031276,7.85629940648597e-06,0.000328475775820227,0.00025274570644001,5017,"tags=32%, list=23%, signal=25%","ENSG00000127129/ENSG00000123560/ENSG00000179593/ENSG00000172508/ENSG00000234906/ENSG00000004799/ENSG00000091106/ENSG00000135094/ENSG00000101670/ENSG00000108839/ENSG00000099194/ENSG00000274276/ENSG00000005187/ENSG00000103740/ENSG00000152463/ENSG00000130208/ENSG00000100078/ENSG00000079385/ENSG00000012779/ENSG00000078401/ENSG00000116285/ENSG00000132965/ENSG00000103089/ENSG00000117009/ENSG00000154930/ENSG00000103150/ENSG00000165555/ENSG00000125538/ENSG00000059377/ENSG00000060982/ENSG00000117707/ENSG00000149485/ENSG00000025434/ENSG00000152952/ENSG00000182199/ENSG00000134184/ENSG00000171766/ENSG00000099377/ENSG00000124212/ENSG00000131473/ENSG00000164687/ENSG00000074416/ENSG00000100031/ENSG00000170522/ENSG00000188641/ENSG00000006025/ENSG00000079215/ENSG00000099998/ENSG00000073756/ENSG00000197977/ENSG00000139410/ENSG00000171903/ENSG00000115919/ENSG00000127481/ENSG00000100197/ENSG00000183655/ENSG00000169710/ENSG00000066322/ENSG00000121039/ENSG00000186480/ENSG00000131069/ENSG00000070882/ENSG00000118514/ENSG00000131067/ENSG00000072778/ENSG00000099797/ENSG00000120254/ENSG00000114166/ENSG00000097021/ENSG00000103490/ENSG00000165025/ENSG00000130707/ENSG00000115361/ENSG00000076555/ENSG00000183044/ENSG00000111817/ENSG00000166148/ENSG00000134824/ENSG00000095303/ENSG00000105552/ENSG00000240972/ENSG00000145284/ENSG00000021826/ENSG00000112531/ENSG00000130005/ENSG00000111962"
"GO:0001764","BP","GO:0001764","neuron migration",161,0.498459381151579,1.79701769881718,7.55556564298404e-06,0.000318401391280969,0.000244993970620329,2545,"tags=25%, list=12%, signal=22%","ENSG00000184144/ENSG00000149571/ENSG00000168209/ENSG00000170381/ENSG00000004848/ENSG00000183813/ENSG00000137285/ENSG00000176165/ENSG00000133083/ENSG00000106852/ENSG00000092445/ENSG00000091129/ENSG00000108798/ENSG00000112715/ENSG00000152092/ENSG00000107485/ENSG00000205336/ENSG00000134369/ENSG00000187094/ENSG00000165323/ENSG00000066032/ENSG00000108387/ENSG00000075213/ENSG00000196358/ENSG00000092421/ENSG00000075702/ENSG00000065320/ENSG00000121966/ENSG00000178568/ENSG00000080824/ENSG00000163462/ENSG00000162631/ENSG00000143126/ENSG00000108175/ENSG00000133424/ENSG00000010810/ENSG00000087088/ENSG00000167601/ENSG00000066279/ENSG00000131711"
"GO:0050818","BP","GO:0050818","regulation of coagulation",56,0.635436470750424,2.00935215678273,7.12047085400919e-06,0.000301705633890641,0.000232147419042416,4901,"tags=50%, list=22%, signal=39%","ENSG00000106366/ENSG00000108839/ENSG00000164867/ENSG00000178726/ENSG00000011422/ENSG00000135919/ENSG00000079385/ENSG00000137801/ENSG00000078401/ENSG00000167711/ENSG00000173083/ENSG00000132205/ENSG00000249853/ENSG00000181104/ENSG00000173918/ENSG00000003436/ENSG00000163932/ENSG00000154127/ENSG00000111252/ENSG00000100311/ENSG00000109072/ENSG00000134853/ENSG00000110080/ENSG00000091879/ENSG00000117525/ENSG00000130203/ENSG00000105974/ENSG00000111863"
"GO:0031983","CC","GO:0031983","vesicle lumen",279,0.442228851259705,1.66752830724511,7.01169879160646e-06,0.000298729189176464,0.000229857193469204,4362,"tags=27%, list=20%, signal=22%","ENSG00000163736/ENSG00000091513/ENSG00000196136/ENSG00000124107/ENSG00000143546/ENSG00000163220/ENSG00000257017/ENSG00000133063/ENSG00000102265/ENSG00000106366/ENSG00000163221/ENSG00000158825/ENSG00000000938/ENSG00000171236/ENSG00000173110/ENSG00000117115/ENSG00000197249/ENSG00000138722/ENSG00000163661/ENSG00000169385/ENSG00000112715/ENSG00000012223/ENSG00000115828/ENSG00000160883/ENSG00000012779/ENSG00000137801/ENSG00000145287/ENSG00000170909/ENSG00000122862/ENSG00000106348/ENSG00000167711/ENSG00000173083/ENSG00000087086/ENSG00000110799/ENSG00000101425/ENSG00000109107/ENSG00000175426/ENSG00000080824/ENSG00000162267/ENSG00000026297/ENSG00000131473/ENSG00000138798/ENSG00000072110/ENSG00000198113/ENSG00000164687/ENSG00000123329/ENSG00000198805/ENSG00000149781/ENSG00000163932/ENSG00000196839/ENSG00000150630/ENSG00000103811/ENSG00000133048/ENSG00000180644/ENSG00000134516/ENSG00000111679/ENSG00000180448/ENSG00000148180/ENSG00000119699/ENSG00000185010/ENSG00000175899/ENSG00000172432/ENSG00000100504/ENSG00000115073/ENSG00000092929/ENSG00000100311/ENSG00000205542/ENSG00000167925/ENSG00000130755/ENSG00000113140/ENSG00000103187/ENSG00000147813/ENSG00000113273/ENSG00000141012/ENSG00000130038/ENSG00000273749"
"GO:0005539","MF","GO:0005539","glycosaminoglycan binding",180,0.483198130883762,1.75570961462249,6.87856001867051e-06,0.000295764326960955,0.000227575880050323,3647,"tags=35%, list=17%, signal=29%","ENSG00000132702/ENSG00000133110/ENSG00000132692/ENSG00000127507/ENSG00000119630/ENSG00000196104/ENSG00000101670/ENSG00000171119/ENSG00000188488/ENSG00000164761/ENSG00000068001/ENSG00000154734/ENSG00000198732/ENSG00000113578/ENSG00000167207/ENSG00000112715/ENSG00000012223/ENSG00000215018/ENSG00000205336/ENSG00000180875/ENSG00000188404/ENSG00000135919/ENSG00000095970/ENSG00000137801/ENSG00000173432/ENSG00000038427/ENSG00000166979/ENSG00000064205/ENSG00000169429/ENSG00000084674/ENSG00000137462/ENSG00000105290/ENSG00000026508/ENSG00000167941/ENSG00000171094/ENSG00000133067/ENSG00000166106/ENSG00000009694/ENSG00000104415/ENSG00000188783/ENSG00000114631/ENSG00000174175/ENSG00000185924/ENSG00000168477/ENSG00000140479/ENSG00000010327/ENSG00000103888/ENSG00000113657/ENSG00000204248/ENSG00000162711/ENSG00000140564/ENSG00000106100/ENSG00000164318/ENSG00000187122/ENSG00000079257/ENSG00000163513/ENSG00000164855/ENSG00000140511/ENSG00000142949/ENSG00000196562/ENSG00000106991/ENSG00000142871/ENSG00000107742"
"GO:0050769","BP","GO:0050769","positive regulation of neurogenesis",229,0.47024962720474,1.75089851717284,6.9039648155704e-06,0.000295764326960955,0.000227575880050323,3227,"tags=28%, list=15%, signal=24%","ENSG00000148826/ENSG00000132702/ENSG00000100146/ENSG00000081479/ENSG00000205927/ENSG00000105695/ENSG00000265763/ENSG00000132692/ENSG00000198753/ENSG00000169306/ENSG00000124920/ENSG00000178235/ENSG00000131095/ENSG00000005513/ENSG00000186868/ENSG00000164850/ENSG00000176165/ENSG00000146216/ENSG00000173805/ENSG00000106278/ENSG00000198835/ENSG00000112715/ENSG00000198959/ENSG00000136244/ENSG00000135919/ENSG00000038427/ENSG00000028137/ENSG00000128482/ENSG00000125845/ENSG00000137462/ENSG00000103257/ENSG00000171587/ENSG00000157193/ENSG00000187688/ENSG00000125538/ENSG00000075702/ENSG00000065320/ENSG00000143199/ENSG00000121966/ENSG00000168959/ENSG00000136040/ENSG00000179242/ENSG00000176887/ENSG00000251322/ENSG00000105186/ENSG00000076356/ENSG00000148400/ENSG00000136717/ENSG00000066279/ENSG00000131711/ENSG00000167178/ENSG00000027075/ENSG00000175866/ENSG00000150630/ENSG00000153707/ENSG00000187764/ENSG00000130827/ENSG00000114554/ENSG00000286237/ENSG00000169032/ENSG00000189431/ENSG00000108830/ENSG00000140511/ENSG00000115738"
"GO:0030312","CC","GO:0030312","external encapsulating structure",433,0.408293768558414,1.57893273893742,6.45498629344908e-06,0.000279619909046951,0.000215153556667271,3647,"tags=30%, list=17%, signal=26%","ENSG00000132702/ENSG00000196136/ENSG00000167772/ENSG00000133110/ENSG00000124107/ENSG00000132692/ENSG00000008516/ENSG00000143546/ENSG00000163220/ENSG00000140470/ENSG00000102265/ENSG00000116147/ENSG00000106366/ENSG00000042781/ENSG00000135744/ENSG00000166923/ENSG00000262655/ENSG00000196104/ENSG00000100985/ENSG00000197249/ENSG00000041982/ENSG00000188107/ENSG00000182600/ENSG00000149257/ENSG00000101203/ENSG00000138722/ENSG00000164176/ENSG00000138316/ENSG00000157150/ENSG00000188488/ENSG00000164761/ENSG00000163638/ENSG00000163661/ENSG00000106278/ENSG00000154734/ENSG00000198732/ENSG00000113578/ENSG00000100399/ENSG00000158859/ENSG00000197253/ENSG00000112715/ENSG00000198959/ENSG00000215018/ENSG00000135919/ENSG00000137801/ENSG00000142748/ENSG00000101955/ENSG00000130702/ENSG00000130513/ENSG00000123342/ENSG00000038427/ENSG00000113083/ENSG00000173369/ENSG00000149294/ENSG00000099769/ENSG00000171502/ENSG00000064205/ENSG00000099953/ENSG00000172889/ENSG00000173868/ENSG00000162551/ENSG00000111341/ENSG00000105290/ENSG00000167941/ENSG00000167711/ENSG00000126500/ENSG00000134871/ENSG00000187498/ENSG00000173083/ENSG00000166106/ENSG00000159189/ENSG00000116962/ENSG00000164620/ENSG00000196154/ENSG00000132205/ENSG00000110799/ENSG00000137507/ENSG00000152952/ENSG00000144810/ENSG00000173269/ENSG00000065320/ENSG00000148357/ENSG00000176435/ENSG00000197471/ENSG00000080824/ENSG00000104415/ENSG00000188783/ENSG00000100473/ENSG00000085465/ENSG00000185924/ENSG00000125966/ENSG00000168477/ENSG00000140479/ENSG00000204248/ENSG00000135074/ENSG00000054179/ENSG00000173372/ENSG00000126838/ENSG00000160323/ENSG00000140682/ENSG00000271447/ENSG00000166897/ENSG00000134013/ENSG00000179399/ENSG00000164318/ENSG00000115596/ENSG00000152583/ENSG00000140945/ENSG00000183098/ENSG00000166401/ENSG00000132470/ENSG00000103811/ENSG00000133048/ENSG00000140545/ENSG00000106780/ENSG00000173546/ENSG00000140511/ENSG00000156103/ENSG00000179403/ENSG00000168961/ENSG00000143382/ENSG00000119699/ENSG00000197747/ENSG00000175899/ENSG00000144749/ENSG00000225968/ENSG00000196569/ENSG00000142871/ENSG00000106624/ENSG00000107742"
"GO:1900046","BP","GO:1900046","regulation of hemostasis",51,0.653075782985406,2.0229656852781,6.16956263941248e-06,0.000268757239921373,0.000206795275222885,4901,"tags=51%, list=22%, signal=40%","ENSG00000106366/ENSG00000108839/ENSG00000164867/ENSG00000178726/ENSG00000011422/ENSG00000135919/ENSG00000079385/ENSG00000137801/ENSG00000078401/ENSG00000167711/ENSG00000173083/ENSG00000132205/ENSG00000181104/ENSG00000173918/ENSG00000003436/ENSG00000163932/ENSG00000154127/ENSG00000111252/ENSG00000100311/ENSG00000109072/ENSG00000134853/ENSG00000110080/ENSG00000117525/ENSG00000130203/ENSG00000105974/ENSG00000111863"
"GO:0019221","BP","GO:0019221","cytokine-mediated signaling pathway",409,0.415810298858774,1.60387516035083,6.1599044943318e-06,0.000268757239921373,0.000206795275222885,4885,"tags=36%, list=22%, signal=28%","ENSG00000127129/ENSG00000163736/ENSG00000115602/ENSG00000147488/ENSG00000115590/ENSG00000144230/ENSG00000115607/ENSG00000006606/ENSG00000187116/ENSG00000183813/ENSG00000115598/ENSG00000117115/ENSG00000087250/ENSG00000204389/ENSG00000115604/ENSG00000164761/ENSG00000177169/ENSG00000119535/ENSG00000006016/ENSG00000168685/ENSG00000204388/ENSG00000180871/ENSG00000180875/ENSG00000160999/ENSG00000136244/ENSG00000124334/ENSG00000276409/ENSG00000079385/ENSG00000186074/ENSG00000095970/ENSG00000105639/ENSG00000078401/ENSG00000099985/ENSG00000108342/ENSG00000028137/ENSG00000263528/ENSG00000090376/ENSG00000118689/ENSG00000144476/ENSG00000180353/ENSG00000134470/ENSG00000145623/ENSG00000162511/ENSG00000104998/ENSG00000169429/ENSG00000185201/ENSG00000026508/ENSG00000122641/ENSG00000121236/ENSG00000185507/ENSG00000157193/ENSG00000125538/ENSG00000140939/ENSG00000077238/ENSG00000185885/ENSG00000066336/ENSG00000025434/ENSG00000124635/ENSG00000121966/ENSG00000166888/ENSG00000118503/ENSG00000100906/ENSG00000174885/ENSG00000104972/ENSG00000239998/ENSG00000126353/ENSG00000130300/ENSG00000184557/ENSG00000165949/ENSG00000185291/ENSG00000167601/ENSG00000148400/ENSG00000091181/ENSG00000148154/ENSG00000104974/ENSG00000081041/ENSG00000096996/ENSG00000115594/ENSG00000159958/ENSG00000177663/ENSG00000175592/ENSG00000023445/ENSG00000131042/ENSG00000176170/ENSG00000168610/ENSG00000105246/ENSG00000144802/ENSG00000132170/ENSG00000150782/ENSG00000196083/ENSG00000243646/ENSG00000102524/ENSG00000184216/ENSG00000138378/ENSG00000185187/ENSG00000111057/ENSG00000090534/ENSG00000111679/ENSG00000100368/ENSG00000168884/ENSG00000126561/ENSG00000100784/ENSG00000162676/ENSG00000101336/ENSG00000111252/ENSG00000056972/ENSG00000159128/ENSG00000174804/ENSG00000198933/ENSG00000121797/ENSG00000137033/ENSG00000110324/ENSG00000186827/ENSG00000196954/ENSG00000174600/ENSG00000151726/ENSG00000173585/ENSG00000157404/ENSG00000100311/ENSG00000056558/ENSG00000205542/ENSG00000165819/ENSG00000006831/ENSG00000117525/ENSG00000067182/ENSG00000160791/ENSG00000056736/ENSG00000141569/ENSG00000068024/ENSG00000100304/ENSG00000103490/ENSG00000165025/ENSG00000173757/ENSG00000175505/ENSG00000185436/ENSG00000026103/ENSG00000131724/ENSG00000105974/ENSG00000105245/ENSG00000197530/ENSG00000114737/ENSG00000126456/ENSG00000214078/ENSG00000027697/ENSG00000174516/ENSG00000110330"
"GO:0010563","BP","GO:0010563","negative regulation of phosphorus metabolic process",263,0.457971025012833,1.71919471102452,6.02562992112146e-06,0.000265470081865772,0.0002042659712495,3507,"tags=26%, list=16%, signal=22%","ENSG00000168209/ENSG00000013588/ENSG00000186868/ENSG00000158825/ENSG00000135744/ENSG00000142405/ENSG00000198570/ENSG00000167851/ENSG00000129757/ENSG00000171033/ENSG00000130208/ENSG00000068001/ENSG00000244274/ENSG00000137331/ENSG00000100678/ENSG00000004939/ENSG00000140538/ENSG00000079385/ENSG00000116285/ENSG00000153395/ENSG00000090376/ENSG00000146674/ENSG00000125845/ENSG00000159733/ENSG00000129355/ENSG00000071575/ENSG00000135596/ENSG00000122641/ENSG00000106070/ENSG00000125538/ENSG00000120129/ENSG00000134242/ENSG00000116741/ENSG00000176046/ENSG00000105538/ENSG00000118503/ENSG00000153721/ENSG00000106211/ENSG00000198053/ENSG00000185950/ENSG00000141480/ENSG00000121653/ENSG00000131370/ENSG00000165140/ENSG00000113448/ENSG00000027075/ENSG00000101665/ENSG00000155792/ENSG00000163932/ENSG00000168610/ENSG00000135362/ENSG00000018408/ENSG00000154277/ENSG00000123080/ENSG00000107984/ENSG00000187764/ENSG00000163874/ENSG00000110172/ENSG00000277363/ENSG00000130695/ENSG00000183023/ENSG00000136158/ENSG00000101265/ENSG00000111679/ENSG00000166851/ENSG00000128602/ENSG00000160813/ENSG00000155307/ENSG00000110880"
"GO:0045936","BP","GO:0045936","negative regulation of phosphate metabolic process",263,0.457971025012833,1.71919471102452,6.02562992112146e-06,0.000265470081865772,0.0002042659712495,3507,"tags=26%, list=16%, signal=22%","ENSG00000168209/ENSG00000013588/ENSG00000186868/ENSG00000158825/ENSG00000135744/ENSG00000142405/ENSG00000198570/ENSG00000167851/ENSG00000129757/ENSG00000171033/ENSG00000130208/ENSG00000068001/ENSG00000244274/ENSG00000137331/ENSG00000100678/ENSG00000004939/ENSG00000140538/ENSG00000079385/ENSG00000116285/ENSG00000153395/ENSG00000090376/ENSG00000146674/ENSG00000125845/ENSG00000159733/ENSG00000129355/ENSG00000071575/ENSG00000135596/ENSG00000122641/ENSG00000106070/ENSG00000125538/ENSG00000120129/ENSG00000134242/ENSG00000116741/ENSG00000176046/ENSG00000105538/ENSG00000118503/ENSG00000153721/ENSG00000106211/ENSG00000198053/ENSG00000185950/ENSG00000141480/ENSG00000121653/ENSG00000131370/ENSG00000165140/ENSG00000113448/ENSG00000027075/ENSG00000101665/ENSG00000155792/ENSG00000163932/ENSG00000168610/ENSG00000135362/ENSG00000018408/ENSG00000154277/ENSG00000123080/ENSG00000107984/ENSG00000187764/ENSG00000163874/ENSG00000110172/ENSG00000277363/ENSG00000130695/ENSG00000183023/ENSG00000136158/ENSG00000101265/ENSG00000111679/ENSG00000166851/ENSG00000128602/ENSG00000160813/ENSG00000155307/ENSG00000110880"
"GO:0005881","CC","GO:0005881","cytoplasmic microtubule",110,-0.453592418013402,-1.85871449147505,5.69701693410793e-06,0.000253877409810764,0.000195345989004983,4011,"tags=40%, list=18%, signal=33%","ENSG00000212916/ENSG00000189350/ENSG00000172361/ENSG00000213085/ENSG00000165698/ENSG00000096093/ENSG00000164114/ENSG00000188659/ENSG00000070761/ENSG00000147642/ENSG00000186976/ENSG00000156206/ENSG00000183690/ENSG00000137720/ENSG00000156050/ENSG00000113966/ENSG00000112530/ENSG00000167858/ENSG00000068615/ENSG00000158423/ENSG00000157330/ENSG00000092850/ENSG00000103494/ENSG00000272514/ENSG00000197557/ENSG00000204711/ENSG00000151023/ENSG00000179902/ENSG00000215217/ENSG00000160345/ENSG00000138587/ENSG00000261652/ENSG00000173557/ENSG00000125409/ENSG00000215187/ENSG00000166596/ENSG00000164972/ENSG00000188931/ENSG00000196659/ENSG00000205129/ENSG00000186973/ENSG00000188523/ENSG00000132938/ENSG00000155875"
"GO:0006631","BP","GO:0006631","fatty acid metabolic process",320,0.439346826888287,1.67067512624556,5.51906250037289e-06,0.000247368847560066,0.000190337975370329,5133,"tags=32%, list=23%, signal=25%","ENSG00000127129/ENSG00000123560/ENSG00000186529/ENSG00000179593/ENSG00000124253/ENSG00000234906/ENSG00000004799/ENSG00000162877/ENSG00000101670/ENSG00000108839/ENSG00000142973/ENSG00000099194/ENSG00000005187/ENSG00000103740/ENSG00000152463/ENSG00000130208/ENSG00000100078/ENSG00000152256/ENSG00000186204/ENSG00000079385/ENSG00000012779/ENSG00000078401/ENSG00000130513/ENSG00000132965/ENSG00000167600/ENSG00000072310/ENSG00000103089/ENSG00000154930/ENSG00000103150/ENSG00000187134/ENSG00000125538/ENSG00000059377/ENSG00000113396/ENSG00000132793/ENSG00000149485/ENSG00000025434/ENSG00000134184/ENSG00000124212/ENSG00000131473/ENSG00000185950/ENSG00000172940/ENSG00000164687/ENSG00000074416/ENSG00000197142/ENSG00000100031/ENSG00000170522/ENSG00000205560/ENSG00000168477/ENSG00000186160/ENSG00000214456/ENSG00000100889/ENSG00000132170/ENSG00000099998/ENSG00000145384/ENSG00000073756/ENSG00000197977/ENSG00000121769/ENSG00000171903/ENSG00000127481/ENSG00000100197/ENSG00000183655/ENSG00000169710/ENSG00000112033/ENSG00000066322/ENSG00000068366/ENSG00000186480/ENSG00000052802/ENSG00000131069/ENSG00000151726/ENSG00000243708/ENSG00000122971/ENSG00000094963/ENSG00000103507/ENSG00000105607/ENSG00000134780/ENSG00000072778/ENSG00000099797/ENSG00000186951/ENSG00000006831/ENSG00000110090/ENSG00000100344/ENSG00000067182/ENSG00000167114/ENSG00000114166/ENSG00000097021/ENSG00000134324/ENSG00000107798/ENSG00000104823/ENSG00000011198/ENSG00000115361/ENSG00000076555/ENSG00000105974/ENSG00000166148/ENSG00000134824/ENSG00000095303/ENSG00000240972/ENSG00000145284/ENSG00000111863/ENSG00000112531/ENSG00000240849/ENSG00000141027/ENSG00000117480/ENSG00000164535/ENSG00000118402"
"GO:0006633","BP","GO:0006633","fatty acid biosynthetic process",127,0.536652959030901,1.87957871612383,5.46524845811558e-06,0.000246381026419932,0.000189577896331696,4933,"tags=39%, list=23%, signal=31%","ENSG00000127129/ENSG00000123560/ENSG00000179593/ENSG00000234906/ENSG00000004799/ENSG00000101670/ENSG00000108839/ENSG00000099194/ENSG00000005187/ENSG00000103740/ENSG00000152463/ENSG00000130208/ENSG00000100078/ENSG00000079385/ENSG00000012779/ENSG00000078401/ENSG00000103089/ENSG00000154930/ENSG00000103150/ENSG00000125538/ENSG00000059377/ENSG00000149485/ENSG00000025434/ENSG00000134184/ENSG00000124212/ENSG00000131473/ENSG00000164687/ENSG00000074416/ENSG00000170522/ENSG00000073756/ENSG00000197977/ENSG00000127481/ENSG00000100197/ENSG00000183655/ENSG00000169710/ENSG00000066322/ENSG00000186480/ENSG00000131069/ENSG00000072778/ENSG00000099797/ENSG00000114166/ENSG00000097021/ENSG00000115361/ENSG00000076555/ENSG00000166148/ENSG00000134824/ENSG00000095303/ENSG00000240972/ENSG00000145284/ENSG00000112531"
