"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04152","Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","20/1420","122/9440",0.163934426229508,1.08981759408912,0.420145736641868,0.374865147471696,0.611154553223997,0.400205245991234,"5105/2203/3953/3991/6517/9586/148327/2308/64764/5565/79602/5106/5523/8503/92579/55437/31/2475/7248/5522",20
"hsa00600","Metabolism","Lipid metabolism","hsa00600","Sphingolipid metabolism","9/1420","55/9440",0.163636363636364,1.08783610755442,0.274888941638382,0.448523583773356,0.685742723635709,0.449048172760225,"55304/8612/29956/8613/8611/427/57704/2629/55512",9
"hsa04012","Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","14/1420","86/9440",0.162790697674419,1.08221421552571,0.322268190905079,0.419012335238301,0.655182924190798,0.429036553784672,"1026/4609/6776/1839/5336/2002/6464/8503/868/2475/2932/53358/5579/815",14
"hsa00250","Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","6/1420","37/9440",0.162162162162162,1.07803578226113,0.200115815640294,0.49026947892499,0.709471153691054,0.464586373592061,"2346/122622/5471/2746/339983/2747",6
"hsa04213","Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","10/1420","62/9440",0.161290322580645,1.07223989095866,0.240125229755266,0.458925924957017,0.695162930137008,0.455216851436107,"3310/1410/2308/5565/196883/8503/3065/847/2475/107",10
"hsa00030","Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","5/1420","31/9440",0.161290322580645,1.07223989095866,0.16951423556785,0.508785105409916,0.729258651087546,0.477543914726851,"8277/2203/64080/51071/2821",5
"hsa04972","Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","17/1420","106/9440",0.160377358490566,1.066170608557,0.288273117145835,0.427761637003062,0.662837851932673,0.434049266565459,"1360/683/3710/6522/5330/196883/5908/5906/387/493/107/3708/492/5579/23236/9545/491",17
"hsa00330","Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","8/1420","50/9440",0.16,1.06366197183099,0.189911941308223,0.484777560945139,0.706624919343763,0.462722560402586,"4846/6303/54498/51056/501/4128/548596/4843",8
"hsa00760","Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","6/1420","38/9440",0.157894736842105,1.04966641957005,0.129081650244469,0.517726601363269,0.732920269336561,0.479941669638997,"4860/316/683/10135/133686/23408",6
"hsa04960","Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","6/1420","38/9440",0.157894736842105,1.04966641957005,0.129081650244469,0.517726601363269,0.732920269336561,0.479941669638997,"6337/3291/6340/6446/8503/5579",6
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","25/1420","159/9440",0.157232704402516,1.04526530250687,0.242206940618386,0.43836755371656,0.676226181517922,0.442816410173915,"9021/3627/1026/5010/1017/4609/7122/3665/7132/3949/4792/8717/8837/6774/3661/7157/9641/10379/975/8503/9069/2932/1147/5522/7187",25
"hsa00565","Metabolism","Lipid metabolism","hsa00565","Ether lipid metabolism","8/1420","51/9440",0.156862745098039,1.04280585473626,0.128972932001477,0.508487408750071,0.729258651087546,0.477543914726851,"8612/133121/54947/11145/5321/8613/8611/56994",8
"hsa00630","Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","5/1420","32/9440",0.15625,1.0387323943662,0.092346546990428,0.538544774705605,0.75308700202735,0.493147547227212,"6470/2731/847/5096/283871",5
"hsa04215","Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","5/1420","32/9440",0.15625,1.0387323943662,0.092346546990428,0.538544774705605,0.75308700202735,0.493147547227212,"4804/7132/330/666/10018",5
"hsa04660","Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","19/1420","122/9440",0.155737704918033,1.03532671438467,0.165250122638061,0.473349557949378,0.706065750751508,0.462356397370939,"2353/5788/1326/5777/920/4792/4772/3937/5523/8503/387/868/5534/2932/5530/1147/5522/5603/927",19
"hsa04211","Organismal Systems","Aging","hsa04211","Longevity regulating pathway","14/1420","90/9440",0.155555555555556,1.03411580594679,0.136833068387159,0.490855042379276,0.709471153691054,0.464586373592061,"9586/148327/2308/64764/5565/79602/196883/7157/8503/847/2475/7248/107/814",14
"hsa04080","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","57/1420","370/9440",0.154054054054054,1.02413399314808,0.199272048205164,0.44402809800923,0.681900293371317,0.446532015855146,"2357/5729/2359/2358/133/2564/728/5023/719/5734/187/718/1906/3953/140/2149/5733/706/4160/7200/2150/624/55879/183/4828/5173/1909/80763/9294/2550/1141/2892/5746/2903/7068/5026/2904/2567/1128/4985/7433/3274/2897/1132/2912/9568/66004/3362/5368/7434/1135/1325/57053/146/7425/1392/3061",57
"hsa04950","Human Diseases","Endocrine and metabolic disease","hsa04950","Maturity onset diabetes of the young","4/1420","26/9440",0.153846153846154,1.02275189599133,0.0488806701933576,0.564104934676862,0.77932569288691,0.510329554093631,"3280/5080/2645/168620",4
"hsa04977","Organismal Systems","Digestive system","hsa04977","Vitamin digestion and absorption","4/1420","26/9440",0.153846153846154,1.02275189599133,0.0488806701933576,0.564104934676862,0.77932569288691,0.510329554093631,"2346/113278/9227/4363",4
"hsa03450","Genetic Information Processing","Replication and repair","hsa03450","Non-homologous end-joining","2/1420","13/9440",0.153846153846154,1.02275189599133,0.034540013057736,0.603546779016474,0.820632774631096,0.53737886710849,"5591/10111",2
"hsa04923","Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","9/1420","59/9440",0.152542372881356,1.01408450704225,0.0456628559058322,0.53770205499697,0.75308700202735,0.493147547227212,"5733/3991/5742/4881/11145/196883/8503/2771/107",9
"hsa05415","Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","31/1420","205/9440",0.151219512195122,1.0052902782549,0.0322223326735572,0.517731469327862,0.732920269336561,0.479941669638997,"4318/1277/5350/1281/1278/4689/1535/4688/5880/5166/7046/4846/1536/4313/6517/7040/183/7048/5330/7042/6513/7043/6667/8503/2475/2932/4731/5579/23236/815/5603",31
"hsa04961","Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","8/1420","53/9440",0.150943396226415,1.00345469040659,0.0106121563765294,0.554759206040163,0.772620108817069,0.505938504549733,"7421/624/5330/493/492/5579/23236/491",8
"hsa04723","Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","22/1420","149/9440",0.147651006711409,0.981567255884299,-0.0954271337373267,0.573623505028319,0.789305942918966,0.516864968741306,"2564/3710/55879/3762/5330/59345/55970/196883/2771/10681/4731/2785/2892/107/776/3708/5579/23236/2567/747/5603/773",22
"hsa00830","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","10/1420","68/9440",0.147058823529412,0.977630488815244,-0.0778959344518318,0.583259394135885,0.799367456504958,0.523453597588926,"125/6121/1577/316/9249/9227/10901/56603/220/1543",10
"hsa05017","Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","21/1420","144/9440",0.145833333333333,0.969483568075117,-0.155269774696131,0.597807086970858,0.816054118722124,0.534380604059163,"3710/5173/5330/6667/8503/55062/4800/2475/3752/6310/2892/3708/2903/3748/2904/5579/23236/6712/773/5649/7222",21
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","5/1420","35/9440",0.142857142857143,0.949698189134809,-0.125446405952674,0.622272870648378,0.842763257885992,0.551870676828648,"3101/3099/2203/55556/57103",5
"hsa04966","Organismal Systems","Excretory system","hsa04966","Collecting duct acid secretion","4/1420","28/9440",0.142857142857143,0.949698189134809,-0.112160944409262,0.625456223692002,0.843752709608035,0.552518604210892,"6521/10312/8992/535",4
"hsa00770","Metabolism","Metabolism of cofactors and vitamins","hsa00770","Pantothenate and CoA biosynthesis","3/1420","21/9440",0.142857142857143,0.949698189134809,-0.0970981264188676,0.631798516663229,0.848979256766214,0.555941128971756,"339896/8875/1806",3
"hsa03018","Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","11/1420","78/9440",0.141025641025641,0.937522571325388,-0.233134266402974,0.64062718665776,0.857493199261749,0.561516354473728,"7832/10950/694/10140/10766/57819/26986/8761/246175/9337/340529",11
"hsa00980","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","11/1420","79/9440",0.139240506329114,0.925655197004814,-0.279204889242962,0.657909502167164,0.872606945477175,0.571413360869386,"125/221/1577/1545/4257/873/2052/1645/2950/1571/1543",11
"hsa04721","Organismal Systems","Nervous system","hsa04721","Synaptic vesicle cycle","11/1420","79/9440",0.139240506329114,0.925655197004814,-0.279204889242962,0.657909502167164,0.872606945477175,0.571413360869386,"10312/8992/6809/535/6812/112755/10815/773/23025/6534/6804",11
"hsa04150","Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","22/1420","158/9440",0.139240506329114,0.925655197004814,-0.39653210683286,0.687769794190891,0.892803053591194,0.584638474505862,"7475/2535/54541/51384/6446/7132/8324/79899/7855/220441/7484/6195/8321/8503/387/55437/28956/2475/7248/2932/1147/5579",22
"hsa00561","Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","9/1420","65/9440",0.138461538461538,0.920476706392199,-0.270698207576132,0.659528505302516,0.872606945477175,0.571413360869386,"154141/9388/8612/8613/8611/501/196051/1608/8525",9
"hsa04382",NA,NA,"hsa04382","Cornified envelope formation","30/1420","217/9440",0.138248847926267,0.919062763678847,-0.507530463016431,0.722322728722745,0.92029266178009,0.60263962552307,"6280/6279/3875/6275/3856/55304/1832/6282/1288/5010/3880/6281/3691/1287/1282/7122/3728/1284/140576/3655/6277/5523/9069/57704/2629/23254/5522/3914/7062/3852",30
"hsa04260","Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","12/1420","87/9440",0.137931034482759,0.916949975716367,-0.327449177588355,0.67381820136023,0.878005535105754,0.574948545020292,"93589/845/4634/10345/55799/9254/10369/776/59283/10368/782/784",12
"hsa05110","Human Diseases","Infectious disease: bacterial","hsa05110","Vibrio cholerae infection","7/1420","51/9440",0.137254901960784,0.912455122894228,-0.263770448028826,0.663634520841322,0.874675383790861,0.572767846178838,"9414/10312/11015/5336/8992/29927/535",7
"hsa04962","Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","6/1420","44/9440",0.136363636363636,0.906530089628681,-0.261484916169841,0.667291044567513,0.876137860042841,0.573725526466243,"361/9586/148327/64764/1778/1639",6
"hsa01250","Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","5/1420","37/9440",0.135135135135135,0.898363151884279,-0.260638647687602,0.672728363933564,0.878005535105754,0.574948545020292,"3101/3099/2645/5238/2821",5
"hsa04146","Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","11/1420","83/9440",0.132530120481928,0.881045307992534,-0.458007183261837,0.722148624500176,0.92029266178009,0.60263962552307,"51703/92960/2180/10455/3155/10901/5191/847/3417/23305/4843",11
"hsa00520","Metabolism","Carbohydrate metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","5/1420","38/9440",0.131578947368421,0.874722016308376,-0.325594013303213,0.696213479474518,0.893647152758336,0.585191219982509,"3101/3099/2645/5238/2821",5
"hsa00515","Metabolism","Glycan biosynthesis and metabolism","hsa00515","Mannose type O-glycan biosynthesis","3/1420","23/9440",0.130434782608696,0.867115737905695,-0.268473338291813,0.69432039386659,0.893647152758336,0.585191219982509,"2683/135152/6487",3
"hsa04614","Organismal Systems","Endocrine system","hsa04614","Renin-angiotensin system","3/1420","23/9440",0.130434782608696,0.867115737905695,-0.268473338291813,0.69432039386659,0.893647152758336,0.585191219982509,"2028/183/5547",3
"hsa05207","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","28/1420","217/9440",0.129032258064516,0.857791912766924,-0.891739570544506,0.838408520885938,1,0.654834761321909,"2353/7421/9314/4609/1545/6776/4257/604/9586/148327/2247/6774/6195/64764/196883/4853/9641/2052/8503/2771/3717/2475/1141/107/776/5579/773/1543",28
"hsa00620","Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","6/1420","47/9440",0.127659574468085,0.848666466886425,-0.437624795024773,0.729925214356172,0.926547135566506,0.606735272372192,"125/5105/5106/501/31/10873",6
"hsa05206","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","40/1420","320/9440",0.125,0.830985915492958,-1.29425677909134,0.91792391013914,1,0.654834761321909,"4318/960/3371/3678/1026/7431/3690/1945/85414/3162/7057/90427/1942/4609/54541/1545/5292/5336/7078/9252/4170/6774/7042/4853/7157/11186/5243/4851/10018/6464/8503/3065/387/27250/2475/4363/10014/5581/1786/5579",40
"hsa00982","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","9/1420","73/9440",0.123287671232877,0.819602546787575,-0.651045817281419,0.788936184891241,0.990489224826959,0.648606775131485,"125/221/1577/316/4257/2330/2950/4128/1571",9
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","9/1420","73/9440",0.123287671232877,0.819602546787575,-0.651045817281419,0.788936184891241,0.990489224826959,0.648606775131485,"4616/1026/3082/999/1647/2247/1643/7157/8503",9
"hsa04976","Organismal Systems","Digestive system","hsa04976","Bile secretion","11/1420","90/9440",0.122222222222222,0.812519561815336,-0.751954201503744,0.814429029477726,1,0.654834761321909,"9376/358/361/3949/10257/6522/6513/196883/2052/5243/107",11
"hsa05020","Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","33/1420","278/9440",0.118705035971223,0.78913770392137,-1.50157201806978,0.947311395296329,1,0.654834761321909,"3569/730/3310/713/714/712/4689/84617/1535/4688/5880/3553/1536/3710/9586/148327/857/64764/4851/8503/3831/5534/2932/5530/4731/776/3798/3800/3708/2903/2904/64837/5603",33
"hsa04710","Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","4/1420","34/9440",0.117647058823529,0.782104391052195,-0.53555666787313,0.774044350843194,0.978938443713452,0.641042922137939,"4783/5187/5565/4862",4
"hsa00564","Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","12/1420","103/9440",0.116504854368932,0.774511144537126,-0.968188670352441,0.867898956613006,1,0.654834761321909,"51365/154141/8612/54947/11145/5321/8613/8611/196051/1608/56994/8525",12
"hsa04975","Organismal Systems","Digestive system","hsa04975","Fat digestion and absorption","5/1420","43/9440",0.116279069767442,0.773010153946938,-0.62772008628121,0.795895357378865,0.995592737957562,0.651948732934266,"8612/4547/19/8613/8611",5
"hsa04742","Organismal Systems","Sensory system","hsa04742","Taste transduction","10/1420","86/9440",0.116279069767442,0.773010153946938,-0.889768351781751,0.85232184413517,1,0.654834761321909,"6337/6340/3710/5330/196883/2550/23236/773/9568/9177",10
"hsa00270","Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","6/1420","52/9440",0.115384615384615,0.767063921993499,-0.708715402433653,0.814850379274897,1,0.654834761321909,"29968/10768/4357/1491/26227/1786",6
"hsa05022","Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","55/1420","483/9440",0.113871635610766,0.757005802933543,-2.30679053994271,0.992750594808279,1,0.654834761321909,"3569/7133/84617/7475/2861/3553/493869/1435/22943/2535/1536/51384/7132/643246/8324/201625/3710/7855/5173/7484/5330/9001/8321/9246/5606/847/55062/2475/3831/10133/1639/351/5534/6310/2932/5530/4731/808/2892/776/3798/3800/3708/2903/2904/5579/23236/1128/64837/815/5603/6712/4843/6804/7222",55
"hsa05204","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","8/1420","71/9440",0.112676056338028,0.749057726641539,-0.893051211678151,0.857098607201357,1,0.654834761321909,"1577/1545/4257/873/2052/2950/1571/1543",8
"hsa03030","Genetic Information Processing","Replication and repair","hsa03030","DNA replication","4/1420","36/9440",0.111111111111111,0.738654147104851,-0.661044253512813,0.811822268866426,1,0.654834761321909,"4175/4171/5981/4172",4
"hsa00310","Metabolism","Amino acid metabolism","hsa00310","Lysine degradation","7/1420","63/9440",0.111111111111111,0.738654147104851,-0.875737426912091,0.855464762760935,1,0.654834761321909,"93166/10157/501/5352/64324/64754/7799",7
"hsa04540","Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","10/1420","92/9440",0.108695652173913,0.722596448254746,-1.12503636405402,0.902869729521223,1,0.654834761321909,"84617/3710/5330/2697/196883/2771/107/3708/5579/23236",10
"hsa04932","Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","17/1420","157/9440",0.10828025477707,0.719834933165874,-1.4894969394177,0.950543477130342,1,0.654834761321909,"9021/3569/3576/2353/3553/3953/7132/7040/3570/5565/79602/10018/8503/2932/4731/1571/5603",17
"hsa05010","Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","42/1420","391/9440",0.107416879795396,0.714095313569396,-2.42956957227313,0.99530196189147,1,0.654834761321909,"3569/84617/7475/3553/1435/22943/2535/1536/51384/7132/8324/3710/7855/27173/7484/5330/8321/25825/51107/8503/83464/4891/55062/2475/3831/351/5534/2932/5530/4731/1147/808/776/3798/3800/3708/2903/2904/23236/1128/64837/4843",42
"hsa01230","Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","8/1420","75/9440",0.106666666666667,0.709107981220657,-1.06421292108191,0.894581112409939,1,0.654834761321909,"8277/5224/29968/6470/1491/26227/3417/5053",8
"hsa05208","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","24/1420","227/9440",0.105726872246696,0.702860333809022,-1.90674670794894,0.981039577073728,1,0.654834761321909,"2353/115019/1836/1535/4688/3162/3082/1545/4257/4792/4780/23683/1728/873/2052/1645/8644/8503/847/4731/1147/1571/5603/1543",24
"hsa00280","Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","5/1420","48/9440",0.104166666666667,0.692488262910798,-0.898717615770583,0.867913030644512,1,0.654834761321909,"316/10449/501/3155/5096",5
"hsa04744","Organismal Systems","Sensory system","hsa04744","Phototransduction","3/1420","29/9440",0.103448275862069,0.687712481787275,-0.708689045332762,0.833515401130396,1,0.654834761321909,"8787/808/6010",3
"hsa04714","Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","24/1420","235/9440",0.102127659574468,0.67893317350914,-2.09718842086139,0.988802054395205,1,0.654834761321909,"51703/3991/55811/4881/9586/148327/6195/2180/64764/5565/86/656/196883/9658/285521/5606/2475/7248/6601/23305/4731/107/5603/353500",24
"hsa00480","Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","6/1420","59/9440",0.101694915254237,0.676056338028169,-1.05024568583414,0.896695237888876,1,0.654834761321909,"493869/4257/2687/51056/2950/3417",6
"hsa00230","Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","13/1420","128/9440",0.1015625,0.675176056338028,-1.55686701360852,0.959554711473152,1,0.654834761321909,"4860/55811/2766/4881/122622/8654/196883/953/51816/5471/107/27115/10846",13
"hsa00100","Metabolism","Lipid metabolism","hsa00100","Steroid biosynthesis","2/1420","20/9440",0.1,0.664788732394366,-0.631434251232071,0.826033140082786,1,0.654834761321909,"6646/51478",2
"hsa00785","Metabolism","Metabolism of cofactors and vitamins","hsa00785","Lipoic acid metabolism","2/1420","20/9440",0.1,0.664788732394366,-0.631434251232071,0.826033140082786,1,0.654834761321909,"2731/55753",2
"hsa00591","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","3/1420","30/9440",0.1,0.664788732394366,-0.773756668740632,0.850459808603771,1,0.654834761321909,"11145/5321/1571",3
"hsa01232","Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","8/1420","85/9440",0.0941176470588235,0.625683512841756,-1.45863457767409,0.953892797447772,1,0.654834761321909,"1890/7298/4860/7083/2766/122622/953/51816",8
"hsa00640","Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","3/1420","32/9440",0.09375,0.623239436619718,-0.898280047997797,0.87988256402155,1,0.654834761321909,"8801/5096/31",3
"hsa04136","Cellular Processes","Transport and catabolism","hsa04136","Autophagy - other","3/1420","32/9440",0.09375,0.623239436619718,-0.898280047997797,0.87988256402155,1,0.654834761321909,"55062/2475/55054",3
"hsa04114","Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","13/1420","139/9440",0.0935251798561151,0.621744857635019,-1.89037253992007,0.982757431997287,1,0.654834761321909,"1017/3710/6195/196883/5534/51434/5530/22849/808/107/3708/815/5603",13
"hsa00513","Metabolism","Glycan biosynthesis and metabolism","hsa00513","Various types of N-glycan biosynthesis","4/1420","43/9440",0.0930232558139535,0.61840812315755,-1.05525815370506,0.905312886667604,1,0.654834761321909,"2683/84061/1650/6487",4
"hsa03013","Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","10/1420","108/9440",0.0925925925925926,0.615545122587376,-1.69079077156184,0.972517762560239,1,0.654834761321909,"1915/9775/23165/100101267/3843/9883/10921/26019/5905/65110",10
"hsa00510","Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","5/1420","55/9440",0.0909090909090909,0.604353393085788,-1.23820237560146,0.931856220742351,1,0.654834761321909,"2683/84061/54344/144245/1650",5
"hsa04141","Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","15/1420","171/9440",0.087719298245614,0.583148010872251,-2.3146401032957,0.994984272340615,1,0.654834761321909,"3310/50613/1410/84061/4780/3998/6238/3300/55829/29927/1650/81567/5034/9695/285126",15
"hsa03015","Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","9/1420","103/9440",0.087378640776699,0.580883358402844,-1.79957445399044,0.979966245516717,1,0.654834761321909,"5523/9775/26986/8761/10921/26019/5522/340529/65110",9
"hsa00860","Metabolism","Metabolism of cofactors and vitamins","hsa00860","Porphyrin metabolism","4/1420","46/9440",0.0869565217391304,0.578077158603797,-1.20699829379653,0.930783106715727,1,0.654834761321909,"212/1356/3162/645",4
"hsa05016","Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","27/1420","311/9440",0.0868167202572347,0.577147774104434,-3.1906355010961,0.99975722251594,1,0.654834761321909,"84617/7052/493869/201625/9586/148327/5978/5330/9001/64764/7157/6667/3065/5439/55062/2475/3831/1639/4731/2892/3798/3800/3708/2904/23236/64837/6804",27
"hsa00983","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","7/1420","81/9440",0.0864197530864197,0.574508781081551,-1.61822299660548,0.969781870998732,1,0.654834761321909,"1066/1890/7083/4257/2950/1806/1571",7
"hsa00240","Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","5/1420","58/9440",0.0862068965517241,0.57309373482273,-1.3722043508985,0.949506892596843,1,0.654834761321909,"1890/7298/7083/953/1806",5
"hsa04137","Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","9/1420","105/9440",0.0857142857142857,0.569818913480885,-1.86512859994943,0.983300243397993,1,0.654834761321909,"643246/7942/7157/6667/54708/10241/84749/10133/10075",9
"hsa05014","Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","31/1420","371/9440",0.0835579514824798,0.555483846475077,-3.67548608266381,0.999970610986794,1,0.654834761321909,"7133/84617/50613/834/493869/7132/643246/201625/3710/9001/7157/5606/847/55062/23165/2475/3831/10133/1639/5534/100101267/9883/5530/4731/3798/3800/2903/2904/64837/5603/4843",31
"hsa00130","Metabolism","Metabolism of cofactors and vitamins","hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis","1/1420","12/9440",0.0833333333333333,0.553990610328638,-0.650496282609023,0.858781888792781,1,0.654834761321909,"1728",1
"hsa00534","Metabolism","Glycan biosynthesis and metabolism","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","2/1420","24/9440",0.0833333333333333,0.553990610328638,-0.92052667687594,0.895354061877725,1,0.654834761321909,"2137/2134",2
"hsa04914","Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","9/1420","111/9440",0.0810810810810811,0.539017891130567,-2.0556444228946,0.990472669867361,1,0.654834761321909,"1017/6195/196883/8503/2771/51434/22849/107/5603",9
"hsa01524","Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","6/1420","75/9440",0.08,0.531830985915493,-1.71277134425901,0.977491829060678,1,0.654834761321909,"1026/330/4257/7157/2950/8503",6
"hsa00592","Metabolism","Lipid metabolism","hsa00592","alpha-Linolenic acid metabolism","2/1420","26/9440",0.0769230769230769,0.511375947995666,-1.0497705836764,0.919428375699699,1,0.654834761321909,"11145/5321",2
"hsa04140","Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","13/1420","169/9440",0.0769230769230769,0.511375947995666,-2.69696235022404,0.998784265262614,1,0.654834761321909,"8673/54541/643246/8837/8503/55062/10241/56270/2475/55054/10133/7248/3708",13
"hsa00650","Metabolism","Carbohydrate metabolism","hsa00650","Butanoate metabolism","2/1420","27/9440",0.0740740740740741,0.492436098069901,-1.11129295514635,0.929411365072771,1,0.654834761321909,"3155/622",2
"hsa01240","Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","11/1420","154/9440",0.0714285714285714,0.474849094567404,-2.76471341900384,0.999147760830778,1,0.654834761321909,"212/8942/10797/29968/9249/6470/122622/1728/441024/133686/8564",11
"hsa04120","Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","10/1420","142/9440",0.0704225352112676,0.468161079150962,-2.68688759902858,0.998900500201663,1,0.654834761321909,"9021/330/1643/9246/4281/868/10075/51434/4734/23221",10
"hsa05012","Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","19/1420","271/9440",0.0701107011070111,0.466088041162102,-3.75243595555774,0.999986482848982,1,0.654834761321909,"84617/2861/1843/3710/27173/4780/7157/4128/9246/4891/2771/3831/4731/808/3798/3800/3708/64837/815",19
"hsa03410","Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","3/1420","44/9440",0.0681818181818182,0.453265044814341,-1.52950766033592,0.970769713506558,1,0.654834761321909,"143/7374/5981",3
"hsa00604","Metabolism","Glycan biosynthesis and metabolism","hsa00604","Glycosphingolipid biosynthesis - ganglio series","1/1420","15/9440",0.0666666666666667,0.443192488262911,-0.908092349347301,0.913467478112206,1,0.654834761321909,"29906",1
"hsa00563","Metabolism","Glycan biosynthesis and metabolism","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","2/1420","30/9440",0.0666666666666667,0.443192488262911,-1.2852596766476,0.952794572558046,1,0.654834761321909,"5277/2822",2
"hsa03050","Genetic Information Processing","Folding, sorting and degradation","hsa03050","Proteasome","3/1420","46/9440",0.0652173913043478,0.433557868952848,-1.62042586612742,0.977203856700027,1,0.654834761321909,"5698/5696/5720",3
"hsa00603","Metabolism","Glycan biosynthesis and metabolism","hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series","1/1420","16/9440",0.0625,0.415492957746479,-0.984582430518601,0.926504738704319,1,0.654834761321909,"4668",1
"hsa01210","Metabolism","Global and overview maps","hsa01210","2-Oxocarboxylic acid metabolism","2/1420","33/9440",0.0606060606060606,0.402902262057192,-1.44576199743065,0.968660692410892,1,0.654834761321909,"3417/55753",2
"hsa03460","Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","3/1420","55/9440",0.0545454545454545,0.362612035851472,-1.99474803422138,0.992804647860448,1,0.654834761321909,"3280/2178/84464",3
